date,produit,prix_usd_tonne,stabilite_politique,politique_commerciale,subventions_agricoles,pib_mondial_growth,inflation_us,taux_change_usd_eur,demande_mondiale,croissance_population,urbanisation_pct,revenu_moyen,investissement_agritech,rendement_agricole_index,adoption_irrigation,anomalie_temperature,precipitations_index,superficie_cultivee_mha,indice_secheresse,reglementation_export,normes_phytosanitaires,accord_commerce_international
2022-04,Café,1762.2,7.63,3.23,4.75,4.04,4.0,1.1712,6.71,1.03,57.54,16171.0,4.79,120.99,57.15,1.26,108.84,11.42,4.86,6.81,7.47,5.0
2022-04,Maïs,264.46,5.68,3.26,6.13,3.44,4.05,1.1719,7.85,1.15,57.34,16142.0,4.56,123.71,51.68,-0.49,115.38,197.46,4.69,5.95,6.5,3.72
2022-04,Soja,430.87,7.34,4.86,5.88,3.69,4.05,1.17,7.84,1.14,57.29,15950.0,6.04,122.0,50.56,-0.38,104.21,127.01,4.63,4.79,7.11,3.55
2022-04,Coton,82.61,6.68,4.57,6.72,3.35,3.26,1.1708,8.01,1.1,57.43,15855.0,5.45,123.21,56.33,-0.37,110.37,32.64,3.77,5.07,7.02,4.48
2022-05,Cacao,2766.77,7.33,4.95,5.82,3.68,3.36,1.1683,8.17,1.13,57.67,16732.0,5.56,124.39,54.22,1.13,105.96,12.39,5.05,5.63,6.88,3.56
2022-05,Café,1619.72,7.01,5.31,5.88,2.86,3.7,1.175,7.17,1.0,57.28,15942.0,6.1,122.6,54.68,1.28,95.71,8.93,4.26,5.47,6.39,3.56
2022-05,Maïs,283.46,6.5,3.38,7.33,3.32,4.02,1.1566,6.32,1.17,56.47,16621.0,5.27,121.16,54.17,2.0,107.98,196.9,3.89,5.65,6.82,4.86
2022-05,Soja,409.83,6.75,4.32,5.32,3.09,3.89,1.1566,7.79,1.03,57.15,16773.0,5.51,122.56,53.97,0.02,116.85,126.71,4.7,4.14,7.28,3.74
2022-05,Coton,80.8,6.44,4.55,5.4,3.11,4.76,1.1764,7.47,1.13,57.4,15900.0,6.01,123.02,55.55,-0.38,102.58,33.57,4.2,4.57,7.11,3.53
2022-06,Cacao,2864.56,6.41,4.36,5.65,2.99,4.29,1.1651,8.0,1.14,57.06,16524.0,5.0,124.78,51.74,0.62,110.08,11.73,4.19,6.22,6.34,4.77
2022-06,Café,1718.28,6.97,2.35,6.0,3.7,4.54,1.1445,7.54,1.19,57.07,16491.0,6.09,124.26,52.2,1.02,111.71,10.91,3.8,4.52,7.44,6.18
2022-06,Maïs,293.53,5.73,3.78,6.48,3.57,4.45,1.1983,7.47,1.05,57.14,16475.0,6.51,126.59,55.66,0.26,101.49,197.61,3.82,4.9,6.97,3.97
2022-06,Soja,498.06,6.05,6.46,5.67,3.12,3.74,1.1728,7.68,1.16,57.25,16165.0,5.81,124.42,50.59,0.16,108.18,126.6,3.78,3.9,6.94,4.55
2022-06,Coton,94.52,7.08,2.74,5.23,3.33,4.63,1.173,7.42,1.15,57.91,16792.0,5.47,124.66,51.16,-0.39,90.04,32.87,3.48,5.77,7.0,2.96
2022-07,Cacao,2852.38,7.27,4.35,5.71,3.23,4.01,1.1389,6.86,1.08,57.96,16485.0,5.1,124.67,58.81,-1.12,102.73,12.21,4.38,5.56,7.28,2.1
2022-07,Café,1788.43,7.19,3.78,6.19,3.02,4.57,1.1406,8.54,1.08,57.79,16543.0,7.01,121.84,56.61,-1.41,88.78,10.95,4.57,2.99,7.03,3.26
2022-07,Maïs,307.0,7.42,4.65,6.22,3.47,3.61,1.167,8.18,1.07,57.39,16940.0,6.17,123.09,54.23,-0.11,100.19,196.96,3.99,6.67,7.37,5.78
2022-07,Soja,433.58,6.56,5.17,6.36,3.12,3.75,1.1722,7.61,1.13,57.63,16626.0,6.13,123.56,60.6,0.7,114.82,126.74,3.85,4.68,6.69,4.81
2022-07,Coton,87.18,6.24,3.68,6.19,3.09,3.89,1.1842,7.34,1.07,58.33,16225.0,5.47,127.5,54.27,0.66,122.03,32.64,3.82,5.41,7.0,3.37
2022-08,Cacao,2834.28,5.84,4.47,6.42,3.22,4.01,1.1567,7.48,1.08,57.65,17094.0,6.11,125.43,55.51,-0.04,89.18,11.54,4.46,4.43,7.1,3.43
2022-08,Café,1637.5,6.27,5.4,5.79,3.07,3.93,1.139,7.87,1.08,57.64,16702.0,6.31,126.07,56.64,0.77,97.84,10.61,4.26,6.49,7.03,4.33
2022-08,Maïs,294.64,6.51,4.82,5.82,3.72,4.11,1.1774,7.23,1.09,57.52,17002.0,6.45,125.49,54.63,0.25,106.08,197.42,4.0,4.55,7.11,4.16
2022-08,Soja,483.26,6.27,5.74,5.69,3.72,4.66,1.1647,8.69,1.13,57.57,16695.0,5.8,126.86,51.56,-0.87,114.16,127.51,4.24,5.92,7.38,3.78
2022-08,Coton,79.16,7.14,4.45,5.31,3.31,3.91,1.1434,7.59,1.13,57.6,16569.0,6.47,126.33,51.72,0.59,107.71,32.92,4.12,4.24,6.37,4.63
2022-09,Cacao,2892.38,6.71,3.77,5.87,3.26,4.12,1.1555,7.57,1.03,57.79,16689.0,4.93,124.75,55.18,-0.36,81.48,11.89,4.55,5.83,7.1,5.11
2022-09,Café,1738.9,6.05,4.68,5.46,3.31,4.14,1.1309,7.55,1.16,57.27,17004.0,6.06,125.29,56.62,0.53,96.25,10.12,4.65,4.4,7.27,1.91
2022-09,Maïs,315.34,5.56,4.63,5.76,3.26,3.57,1.1386,8.19,1.13,57.74,16949.0,6.77,127.5,54.63,-0.19,90.05,196.98,3.36,2.84,7.01,4.3
2022-09,Soja,490.05,7.04,2.71,5.74,2.78,4.25,1.1361,7.54,1.1,57.54,16746.0,6.99,127.62,55.95,-0.96,94.7,127.29,4.03,6.01,7.59,3.9
2022-09,Coton,84.53,6.25,3.59,6.45,3.09,3.48,1.1475,7.73,1.08,57.16,17184.0,6.55,124.69,56.96,-0.59,83.24,31.95,4.33,5.88,6.98,3.93
2022-10,Cacao,3160.85,6.11,2.82,6.06,3.32,4.08,1.1018,7.43,1.13,58.05,16766.0,5.66,125.72,56.92,2.05,92.03,12.03,3.46,7.59,6.89,3.39
2022-10,Café,1810.55,5.83,4.81,6.0,2.9,3.96,1.0925,7.53,0.99,57.7,17001.0,5.97,126.33,54.47,1.27,109.28,9.92,4.43,4.69,7.01,3.01
2022-10,Maïs,322.87,6.8,2.71,6.08,3.0,3.84,1.1298,6.85,1.08,58.4,17187.0,5.7,128.03,57.27,0.03,89.03,197.0,3.56,4.83,7.43,4.98
2022-10,Soja,466.17,6.25,5.61,6.9,3.26,4.84,1.1545,7.75,1.0,57.81,16844.0,6.33,129.82,57.75,-0.34,83.2,126.02,2.9,6.63,7.48,3.84
2022-10,Coton,86.82,6.46,3.99,6.7,3.27,3.41,1.1516,6.85,1.08,57.42,17108.0,5.64,125.13,53.86,0.93,93.03,33.33,4.53,5.24,7.36,2.84
2022-11,Cacao,2980.54,5.9,4.55,6.45,3.37,4.24,1.1402,7.77,1.07,58.07,17395.0,7.44,129.09,54.2,-0.49,79.97,12.04,3.21,6.36,7.05,4.77
2022-11,Café,1823.63,6.65,2.96,5.98,2.96,4.21,1.1248,8.18,1.08,58.16,17316.0,7.15,123.03,55.57,1.3,67.77,10.74,3.8,2.96,7.46,2.74
2022-11,Maïs,303.74,7.21,3.61,5.52,3.69,4.62,1.1156,7.44,1.09,58.39,17053.0,5.7,129.91,56.65,0.37,98.23,196.8,2.55,4.79,7.66,6.61
2022-11,Soja,497.02,6.46,5.37,6.3,3.17,3.46,1.114,7.95,1.02,57.81,17592.0,6.2,125.85,51.84,0.28,87.21,126.57,3.88,5.28,7.24,4.42
2022-11,Coton,82.99,6.16,3.67,5.97,3.38,3.96,1.1068,8.58,1.11,57.5,17188.0,5.72,126.29,53.5,-0.35,113.58,33.51,4.45,6.09,7.11,4.48
2022-12,Cacao,3035.24,5.93,2.84,6.45,2.65,4.38,1.1272,8.24,1.12,57.64,17508.0,6.33,127.33,52.03,0.66,75.63,11.15,4.54,3.8,7.03,4.09
2022-12,Café,1824.61,5.95,3.29,6.4,2.93,4.29,1.0709,7.58,1.14,57.78,17210.0,6.59,129.7,59.0,-0.15,98.65,10.81,4.25,3.44,8.37,2.41
2022-12,Maïs,301.87,6.61,3.91,6.18,3.41,4.67,1.0962,7.9,1.15,58.32,17625.0,6.81,129.86,56.46,-0.75,95.37,196.77,4.29,4.13,7.05,3.49
2022-12,Soja,524.51,6.84,4.02,6.15,3.5,3.59,1.1291,8.4,1.16,58.24,17245.0,6.13,129.79,56.23,0.14,76.1,126.4,3.84,4.57,6.9,3.77
2022-12,Coton,89.98,6.33,4.17,6.04,2.94,4.3,1.0964,7.61,1.01,57.65,17163.0,6.2,130.5,57.97,0.42,81.73,33.14,4.52,4.91,6.87,2.6
2023-01,Cacao,3077.51,5.97,4.71,5.49,2.44,4.54,1.0799,8.19,1.15,57.91,17592.0,7.16,128.9,63.3,0.05,80.03,12.05,3.69,6.13,7.59,4.44
2023-01,Café,1880.03,6.53,4.79,5.74,2.61,4.43,1.1596,8.29,1.06,58.5,17177.0,6.34,130.2,56.48,-0.17,87.7,9.73,3.18,3.92,6.61,2.84
2023-01,Maïs,319.15,6.95,3.34,5.39,3.42,3.89,1.1077,7.42,1.06,58.2,17642.0,7.1,130.6,58.96,0.81,79.1,197.61,3.84,5.49,7.47,2.22
2023-01,Soja,483.56,6.51,4.14,6.29,2.97,4.28,1.131,8.06,1.14,58.44,17803.0,6.63,130.69,59.3,1.17,112.21,126.48,3.2,6.58,7.31,3.48
2023-01,Coton,85.96,6.91,4.56,7.0,2.91,4.71,1.1389,7.17,1.05,58.16,17435.0,6.26,128.61,58.06,-0.41,76.61,33.19,3.64,5.98,7.44,4.51
2023-02,Cacao,3149.65,5.96,3.5,6.14,3.14,4.66,1.0933,7.82,1.11,57.82,17870.0,6.92,131.79,61.98,1.11,68.92,12.11,2.76,4.05,7.21,5.42
2023-02,Café,1847.58,6.54,5.79,6.12,2.57,3.84,1.08,7.96,1.02,58.3,17762.0,6.17,130.56,60.55,-0.19,95.09,9.64,3.77,6.46,7.4,2.47
2023-02,Maïs,322.33,6.46,3.14,5.37,2.74,4.75,1.1139,8.51,1.1,58.76,17531.0,6.75,130.04,63.47,0.34,77.44,197.12,2.92,4.13,7.64,3.98
2023-02,Soja,526.88,5.98,5.3,5.91,2.27,4.04,1.0695,7.18,1.13,58.28,17818.0,6.16,131.2,54.6,-0.07,86.18,126.71,3.53,4.98,7.46,4.36
2023-02,Coton,92.89,6.18,4.65,6.14,2.93,4.45,1.0544,8.87,1.05,57.93,17636.0,5.88,133.02,57.14,-0.23,79.47,33.22,4.18,5.27,6.96,5.59
2023-03,Cacao,3096.84,6.03,3.93,6.07,2.84,4.45,1.0897,8.86,1.24,58.3,17667.0,6.07,132.42,54.63,0.18,90.19,12.09,3.18,6.84,7.62,3.43
2023-03,Café,1879.23,6.3,3.48,5.8,3.13,4.23,1.0878,8.44,1.12,58.32,17717.0,7.77,132.43,52.39,1.37,73.38,9.31,3.03,6.26,7.19,4.25
2023-03,Maïs,297.18,6.93,3.73,5.36,2.87,4.65,1.0909,8.57,1.13,58.7,17839.0,6.65,132.5,62.98,0.06,105.1,197.06,3.38,5.44,6.96,2.02
2023-03,Soja,551.99,6.93,3.08,6.07,2.96,4.25,1.1178,7.68,1.15,58.06,17951.0,7.37,131.91,58.04,0.5,93.49,126.79,3.18,6.76,7.86,3.2
2023-03,Coton,82.87,5.75,2.89,5.86,2.75,3.9,1.0923,6.48,1.11,58.73,17607.0,5.16,131.45,61.6,-0.0,88.53,33.65,4.23,5.6,6.81,4.2
2023-04,Cacao,2936.76,6.36,3.76,5.71,3.15,4.41,1.0513,8.13,1.13,58.35,17845.0,6.45,131.12,58.49,-0.23,82.65,11.32,3.41,4.22,7.68,4.46
2023-04,Café,1929.67,5.68,5.41,5.94,2.87,4.86,1.1002,7.97,1.12,58.31,18146.0,6.22,132.61,64.62,1.94,95.54,10.73,3.54,6.05,8.11,3.93
2023-04,Maïs,296.81,6.28,4.19,5.59,2.33,4.3,1.0563,8.4,1.19,58.54,17721.0,6.77,130.71,60.84,-0.33,94.69,197.35,3.12,5.5,7.36,6.07
2023-04,Soja,467.21,6.57,5.24,5.82,2.54,4.57,1.0625,7.68,1.05,58.28,17582.0,6.37,132.84,58.86,0.0,93.85,127.79,2.91,6.2,6.63,2.99
2023-04,Coton,90.11,6.49,4.12,6.43,2.63,4.81,1.0712,7.63,1.01,58.54,17826.0,7.17,133.51,59.33,0.4,86.84,32.9,2.55,6.45,7.11,4.64
2023-05,Cacao,3076.92,6.48,4.22,6.46,2.33,4.95,1.0762,7.98,1.08,58.4,18266.0,6.15,130.22,59.68,0.9,80.64,12.69,3.83,6.4,7.95,4.32
2023-05,Café,1825.57,5.99,1.31,6.2,2.36,4.47,1.0231,8.41,1.09,58.24,17919.0,6.33,131.53,57.59,-0.79,81.54,9.83,3.61,3.25,7.19,2.93
2023-05,Maïs,321.38,6.3,4.85,6.92,2.6,4.76,1.0578,7.9,1.1,59.06,17922.0,6.67,132.83,58.24,0.62,83.78,197.06,2.82,5.73,6.99,3.55
2023-05,Soja,521.8,7.03,3.25,6.31,2.57,4.97,1.0751,8.81,1.18,58.12,18085.0,6.36,132.68,55.05,-1.0,93.83,127.17,3.56,4.1,6.95,3.77
2023-05,Coton,92.83,6.37,4.18,6.59,2.71,4.62,1.0814,7.86,1.18,58.39,18006.0,7.07,134.22,59.08,0.92,94.4,31.32,2.32,5.4,6.99,6.02
2023-06,Cacao,3058.34,6.24,4.06,5.81,2.31,4.65,1.085,7.2,1.11,58.37,18317.0,6.42,133.82,57.78,0.33,79.97,11.17,3.29,2.19,7.25,2.21
2023-06,Café,1773.78,6.13,4.82,5.9,2.44,5.05,1.0556,7.96,1.17,58.7,18697.0,7.03,132.81,64.22,1.09,79.84,10.27,3.04,5.5,7.41,3.84
2023-06,Maïs,337.04,6.52,2.67,6.1,2.41,4.73,1.0697,8.15,1.02,58.03,18580.0,6.79,135.61,62.58,-0.08,65.68,197.26,3.34,6.75,7.32,4.09
2023-06,Soja,461.64,5.99,4.25,5.82,2.24,5.17,1.097,7.44,1.1,58.37,18597.0,6.92,134.5,58.19,1.41,79.58,127.93,3.63,4.35,7.61,4.29
2023-06,Coton,84.92,6.67,3.97,6.01,2.31,4.3,1.0665,8.06,1.15,58.09,18322.0,7.6,132.58,57.87,-0.39,90.48,32.37,3.09,4.33,7.17,3.63
2023-07,Cacao,2945.78,6.07,3.95,6.13,2.27,4.84,1.0477,7.75,1.1,58.07,18286.0,6.53,132.87,60.81,-0.23,72.56,12.51,4.02,5.99,7.55,5.35
2023-07,Café,1751.68,6.13,4.11,5.83,1.75,4.31,1.0407,8.22,1.08,58.04,18444.0,7.01,135.55,62.59,2.27,73.0,10.66,3.44,4.36,7.38,3.1
2023-07,Maïs,307.81,6.03,3.56,6.0,2.1,5.1,1.0748,7.63,1.14,58.27,18093.0,7.02,135.22,59.28,0.78,101.28,198.51,2.55,5.33,6.94,7.4
2023-07,Soja,485.05,6.69,4.09,5.47,2.35,4.11,1.0444,7.85,1.11,57.9,18437.0,8.14,132.97,62.48,0.02,53.45,126.5,2.64,5.85,7.42,3.74
2023-07,Coton,87.46,6.32,3.84,6.33,1.99,4.57,1.0823,6.91,1.06,58.63,18496.0,6.7,135.04,58.84,1.14,83.62,33.91,3.41,5.55,8.0,3.04
2023-08,Cacao,2922.37,5.34,4.87,6.83,2.16,4.21,1.0724,7.62,1.07,59.13,18528.0,6.84,137.62,63.77,-0.48,96.02,11.13,3.39,5.49,7.26,3.07
2023-08,Café,1593.76,7.08,4.12,5.68,2.48,5.18,1.0562,8.34,1.15,58.68,18663.0,6.88,133.71,58.2,0.73,73.88,9.99,2.76,5.97,7.58,4.37
2023-08,Maïs,301.25,6.14,3.66,6.12,1.79,4.69,1.0572,8.19,1.05,58.54,18524.0,6.66,133.37,58.74,0.37,84.82,197.07,2.45,5.38,7.39,3.41
2023-08,Soja,468.64,5.96,4.72,5.91,2.27,4.3,1.1057,6.86,1.0,58.51,18640.0,7.82,135.97,62.9,1.1,81.92,126.02,3.01,5.22,8.33,3.13
2023-08,Coton,88.57,5.53,5.53,6.07,2.56,4.98,1.0634,8.04,1.07,58.62,18447.0,6.88,132.79,62.52,1.15,92.99,33.66,2.96,4.85,7.36,4.47
2023-09,Cacao,3007.98,6.34,2.65,6.69,2.35,5.15,1.0439,7.86,1.2,58.43,18412.0,8.0,136.36,61.21,-0.09,60.39,12.93,3.14,5.51,7.83,2.9
2023-09,Café,1704.49,6.71,1.8,6.3,2.44,4.79,1.0251,7.91,1.08,58.86,18644.0,7.38,135.22,60.94,1.31,78.84,10.27,2.13,6.52,6.92,4.12
2023-09,Maïs,297.6,5.79,3.73,6.62,2.73,4.66,1.0357,7.06,1.19,58.43,18568.0,7.05,137.1,67.07,2.11,87.99,196.76,2.46,4.82,7.82,5.15
2023-09,Soja,494.5,5.22,3.43,6.73,2.05,4.72,1.0974,7.96,1.17,59.3,18902.0,6.78,132.58,59.92,0.89,86.37,127.59,2.23,5.2,6.68,2.94
2023-09,Coton,84.04,5.08,4.82,6.92,1.78,4.65,1.0772,8.25,1.12,58.78,18476.0,6.93,137.93,62.76,0.95,76.83,32.56,2.57,3.95,6.96,3.98
2023-10,Cacao,2858.46,5.65,4.7,5.53,2.24,5.0,1.0695,8.17,1.14,58.86,18619.0,7.49,139.32,62.63,2.06,89.36,13.0,2.59,4.12,7.56,3.13
2023-10,Café,1650.56,6.0,4.16,5.95,1.82,4.59,1.0616,7.97,1.03,58.23,18836.0,7.21,135.03,57.64,0.83,112.07,10.44,2.19,4.88,7.49,2.47
2023-10,Maïs,276.56,6.05,4.79,6.13,1.91,5.0,1.0466,7.51,1.04,59.03,19127.0,7.27,138.57,67.4,-0.84,84.91,197.66,3.25,6.43,7.3,4.82
2023-10,Soja,491.28,5.82,4.19,5.33,1.86,4.93,1.0572,8.0,1.18,59.28,18703.0,7.02,136.04,65.47,0.96,72.19,127.46,2.02,6.18,6.56,3.79
2023-10,Coton,77.35,6.46,4.25,4.9,1.71,4.57,1.0599,8.81,1.13,59.26,18749.0,7.27,136.99,59.76,0.1,76.56,33.23,2.93,4.45,7.32,1.72
2023-11,Cacao,2912.31,6.02,3.97,6.27,1.86,4.46,1.018,7.83,1.11,58.73,18962.0,6.47,136.99,58.26,-0.14,85.4,12.09,2.51,4.78,7.93,2.59
2023-11,Café,1643.28,5.71,4.28,5.92,1.85,4.97,1.0171,7.39,1.08,58.54,19079.0,6.83,135.7,64.59,0.71,78.16,9.85,3.04,4.73,7.67,2.64
2023-11,Maïs,299.69,6.0,4.52,5.86,1.79,4.37,1.0259,7.77,1.04,59.29,19255.0,6.12,134.39,58.94,0.52,106.8,196.41,2.43,6.33,7.37,5.34
2023-11,Soja,488.33,6.05,4.88,6.47,1.59,4.78,1.0174,8.01,1.04,58.62,19061.0,7.13,139.68,64.13,1.54,93.11,127.57,0.82,4.23,7.75,2.41
2023-11,Coton,76.75,6.4,4.05,5.83,2.53,4.68,1.0522,7.98,1.1,58.81,18882.0,7.02,135.55,65.33,0.48,75.6,33.4,2.07,3.03,7.74,2.35
2023-12,Cacao,2653.86,6.09,4.97,5.61,1.64,5.5,0.9961,8.42,1.12,58.78,19173.0,6.77,137.4,63.54,-0.17,63.6,12.36,2.19,5.8,7.54,7.38
2023-12,Café,1626.93,5.34,2.63,5.55,1.78,4.24,1.0018,8.01,1.02,58.97,19247.0,6.7,139.31,64.26,1.27,86.72,9.89,2.41,5.46,7.75,1.97
2023-12,Maïs,300.95,5.73,5.13,6.09,1.72,4.9,1.0531,7.62,1.01,58.92,19452.0,7.99,139.95,57.64,0.21,75.3,196.91,1.94,4.72,7.13,6.78
2023-12,Soja,464.36,5.75,2.76,6.48,2.09,5.36,1.0313,7.76,1.06,58.77,19119.0,7.54,137.57,64.85,1.0,75.54,127.49,2.7,5.38,7.59,4.21
2023-12,Coton,74.09,5.59,4.25,6.45,1.84,5.1,1.0197,7.61,1.1,59.12,19062.0,6.9,137.66,64.55,-0.78,82.82,33.13,2.59,4.44,7.71,2.68
2024-01,Cacao,2705.36,6.36,2.67,5.68,1.64,5.21,0.9903,7.7,1.05,59.58,19295.0,7.01,139.37,67.09,-1.25,69.54,12.11,2.08,3.56,7.35,4.19
2024-01,Café,1582.72,6.94,2.36,5.26,1.45,5.34,1.0012,7.24,1.14,58.86,19573.0,7.37,138.21,67.18,1.06,95.37,9.79,2.23,6.47,8.08,4.31
2024-01,Maïs,272.77,5.43,2.57,5.5,1.75,4.47,1.0336,6.71,1.06,58.88,19472.0,7.53,137.35,65.19,-0.43,83.27,196.39,2.46,6.47,8.45,5.3
2024-01,Soja,436.79,5.7,3.07,5.69,1.29,4.7,1.0415,9.11,1.12,59.14,19485.0,6.48,137.93,66.92,0.22,76.67,127.43,1.44,6.17,7.31,4.68
2024-01,Coton,76.67,6.32,4.99,5.49,2.06,5.15,1.0477,7.73,1.16,59.3,19262.0,7.77,138.64,67.24,0.33,81.43,33.03,2.9,4.91,7.87,4.72
2024-02,Cacao,2676.49,6.36,5.47,6.26,1.84,4.66,1.0403,7.22,1.11,59.63,19362.0,7.6,138.91,66.98,-0.72,76.7,11.68,2.35,3.3,8.27,4.37
2024-02,Café,1490.48,6.64,3.98,6.13,1.8,5.64,1.0177,7.46,1.1,59.29,19495.0,7.01,138.79,59.91,0.8,72.48,9.68,2.55,6.08,7.25,3.58
2024-02,Maïs,276.63,6.15,2.96,5.6,1.84,4.76,0.994,7.99,1.05,59.08,19757.0,7.24,139.79,63.59,-0.8,82.59,197.51,2.93,7.85,7.55,4.24
2024-02,Soja,431.94,6.82,4.99,6.48,1.89,4.95,0.9638,8.62,1.13,59.24,19335.0,7.77,140.45,65.6,-0.47,69.6,126.96,2.25,3.96,8.36,3.47
2024-02,Coton,75.52,6.03,5.47,5.61,1.66,4.49,1.0355,8.2,1.11,59.25,19863.0,7.28,139.12,63.26,1.24,86.7,33.24,1.97,5.55,7.91,4.13
2024-03,Cacao,2755.56,6.07,4.4,5.76,1.52,4.36,1.0225,7.93,1.18,58.71,19684.0,7.7,139.75,66.95,0.65,86.78,11.88,0.62,5.08,7.74,3.12
2024-03,Café,1401.31,6.1,4.4,6.79,1.37,5.52,1.0108,7.74,1.12,59.51,19545.0,8.19,140.83,61.8,-0.49,92.2,9.72,2.25,5.11,7.66,5.18
2024-03,Maïs,273.78,5.28,1.7,5.94,1.54,5.55,0.9964,8.49,1.09,59.77,19455.0,7.2,141.82,69.07,1.1,68.13,197.54,2.2,3.37,7.48,3.58
2024-03,Soja,436.31,6.49,4.54,6.57,1.35,4.38,1.0195,8.0,1.14,59.45,19681.0,7.8,140.92,66.12,2.01,94.38,126.47,1.41,6.36,7.53,3.84
2024-03,Coton,73.11,6.0,3.59,5.4,1.08,4.09,0.9894,8.6,1.05,59.24,19874.0,8.06,139.96,67.63,0.12,62.1,33.48,2.26,4.12,7.78,4.4
2024-04,Cacao,2793.03,5.29,3.83,6.15,1.75,5.01,0.9854,8.19,1.16,59.15,19901.0,7.99,143.19,70.03,0.66,96.41,12.68,1.7,5.31,7.83,3.18
2024-04,Café,1482.58,4.77,4.71,6.42,1.87,5.64,0.995,7.89,1.18,59.66,19652.0,6.29,141.26,62.79,0.48,92.04,9.28,2.25,3.78,8.73,4.06
2024-04,Maïs,286.57,5.25,1.87,5.52,1.23,5.57,0.9841,8.39,1.12,59.3,19303.0,7.19,143.06,67.61,0.55,67.96,197.06,2.24,4.51,7.91,3.15
2024-04,Soja,410.6,5.45,3.31,6.61,1.74,5.08,0.9962,8.25,1.17,59.04,19672.0,8.04,142.32,64.68,1.36,87.85,126.53,2.25,4.99,8.39,4.73
2024-04,Coton,76.89,5.84,4.52,5.31,1.08,5.26,1.0151,7.77,1.0,59.01,19908.0,7.53,140.64,63.21,0.65,80.82,32.92,1.86,5.15,7.85,3.25
2024-05,Cacao,2984.72,5.41,4.17,5.22,1.13,5.52,1.0189,8.07,1.07,59.52,19751.0,8.07,138.46,65.34,-0.2,96.3,11.9,2.65,6.45,7.95,2.03
2024-05,Café,1441.71,5.46,4.4,6.19,1.03,5.46,0.984,7.78,1.11,59.38,20264.0,8.1,140.42,63.12,1.36,84.49,10.31,2.04,6.23,8.08,4.94
2024-05,Maïs,270.89,6.01,2.39,5.88,1.24,4.84,0.9856,6.96,1.16,59.35,19915.0,7.78,144.0,70.51,0.1,85.23,196.55,2.39,5.02,8.13,4.99
2024-05,Soja,470.55,5.98,4.09,5.38,1.53,5.82,0.9957,7.62,1.13,59.92,19742.0,6.33,141.48,66.8,0.33,80.75,126.75,1.7,4.17,7.91,4.69
2024-05,Coton,68.03,6.5,4.44,6.28,1.34,5.25,0.9819,8.75,1.17,59.34,19686.0,7.38,143.29,65.32,-0.19,84.96,32.56,2.69,5.95,8.03,3.15
2024-06,Cacao,2832.79,6.2,1.91,6.1,1.76,5.92,0.9832,8.09,1.15,59.86,19732.0,6.6,143.43,68.49,0.35,81.27,12.64,2.68,4.41,7.86,2.61
2024-06,Café,1668.79,4.94,2.93,5.56,1.02,5.71,1.0487,8.08,1.08,59.72,19919.0,8.27,143.15,68.26,-0.1,82.5,9.19,1.95,5.89,7.06,2.79
2024-06,Maïs,275.2,5.49,3.91,5.98,1.42,5.19,0.9686,8.1,1.16,59.58,19745.0,7.72,143.91,64.03,0.51,97.31,197.81,2.0,5.51,7.73,3.51
2024-06,Soja,486.33,6.12,4.62,5.74,1.78,5.62,0.9764,8.49,1.11,59.58,19697.0,6.87,144.68,64.7,1.1,71.27,126.26,2.9,5.91,7.75,4.27
2024-06,Coton,71.98,5.82,5.18,5.79,1.48,4.52,1.0383,8.45,1.1,59.4,20382.0,7.35,143.75,66.06,-0.29,94.93,32.79,2.17,4.65,7.75,3.79
2024-07,Cacao,2762.46,5.94,3.91,6.43,1.47,5.74,0.991,8.26,1.09,59.58,20107.0,7.43,144.95,66.47,-0.13,94.37,12.18,1.25,5.11,8.28,5.32
2024-07,Café,1472.72,5.02,3.63,6.67,1.47,4.33,1.018,6.82,1.2,59.84,20171.0,7.72,144.99,66.02,0.83,84.59,9.87,2.62,2.96,7.85,2.33
2024-07,Maïs,281.84,5.22,6.55,5.74,1.21,5.0,1.0186,7.68,1.07,60.14,20406.0,7.8,147.62,65.6,-0.19,77.95,197.6,1.55,6.19,7.58,1.82
2024-07,Soja,445.17,5.72,5.19,6.65,1.36,5.52,0.9479,8.06,1.1,59.49,20117.0,8.11,145.71,73.39,0.3,77.93,127.94,1.7,4.48,7.28,4.5
2024-07,Coton,78.05,5.99,4.22,6.27,1.41,5.46,1.0244,8.36,1.11,59.42,20411.0,7.38,143.78,65.35,2.16,76.18,33.33,2.2,5.88,7.82,4.1
2024-08,Cacao,2860.01,4.14,3.24,6.68,0.92,5.35,1.0529,7.43,1.07,59.59,20000.0,7.3,142.66,69.63,0.27,66.05,12.41,2.26,4.64,8.25,4.7
2024-08,Café,1452.13,5.64,4.18,5.58,0.86,5.46,1.0462,7.89,1.11,59.35,20348.0,7.63,144.23,66.03,0.43,81.75,10.62,2.8,4.24,7.72,4.52
2024-08,Maïs,296.02,5.12,3.43,6.29,0.67,6.19,1.0061,7.76,1.09,59.34,20761.0,7.69,144.15,73.27,1.29,85.43,197.22,1.61,4.64,7.78,4.36
2024-08,Soja,491.3,6.49,1.83,7.16,1.47,5.31,0.9915,6.98,1.16,59.34,20530.0,7.53,142.36,69.26,0.86,78.02,127.43,2.68,5.49,8.04,3.12
2024-08,Coton,71.79,5.3,4.07,6.01,1.1,6.3,1.0115,7.42,1.04,59.15,20198.0,8.02,144.37,65.92,0.94,92.87,33.19,1.77,4.96,7.34,1.79
